gene,x,y,primary
1217,4.825210628277979,5.761728625006999,20
2025,4.256996584252972,6.663648061567855,20
1398,4.956493262548228,3.122528510987867,20
1920,6.221969557993257,6.430722362487322,20
210,2.622622103297835,5.069835772987762,20
231,2.3105338008952945,3.802402256681035,20
1755,6.779839405285868,4.570789841874868,20
434,4.248699076425773,3.7108403372840404,20
820,4.253993382127451,2.228618622754623,20
1172,4.140780766948467,2.0811860808251796,20
892,4.98455013719062,4.018235471639123,20
320,2.5489516237684917,2.8425144696467566,20
381,2.2025267002606945,6.447450300648107,20
927,4.440056259198869,5.736126927168462,20
231,6.134528062251405,3.048793795611453,20
871,5.856566849138183,4.708394258721805,20
1207,4.630698616338609,3.1571615935969337,20
714,4.851327111893992,6.00442135954239,20
1906,3.2599564412422017,3.5517705647648845,20
914,2.777118232068405,4.746230683083894,20
1635,6.789532831626604,4.0558778049342905,20
1937,5.212462585825344,4.140894615132001,20
101,4.743026991370854,2.9835904787689165,20
985,5.837363332850012,2.261649958163983,20
1992,3.8057224683970468,2.272469042796864,20
