gene,x,y,primary
956,5.087966981707775,4.244815798082587,20
2081,2.73493549169204,3.4151983425504,20
1288,6.359484249619983,3.131000577750317,20
2033,4.312533935895801,4.653329563228867,20
1459,6.023845043297502,3.20725070076311,20
718,5.951493743547516,2.7586476013799093,20
1930,6.024324418841914,4.741784350210524,20
636,6.682565383988434,6.675795752377404,20
642,6.9894456221764125,2.6282602364698047,20
1537,4.565634499102671,5.352580770250494,20
1273,6.800334171528469,6.9192027378949135,20
488,6.6989598500953225,3.2666446847238664,20
2022,4.828239529961921,3.751712053930197,20
1867,4.397263681306689,4.272597294527007,20
554,3.536701582108186,2.86443727518711,20
1195,6.348668248680484,4.6599675328960135,20
1944,4.0650010721568215,2.2787681106620092,20
256,3.082016163805171,5.28965347542348,20
377,5.5857775261467815,4.586050907359558,20
354,3.7891819408366327,5.924814214356633,20
1803,2.434208752239571,3.9271875439538433,20
1951,5.777792133408546,2.541579710269776,20
883,6.899600112976607,3.966872184644375,20
770,5.048765120977661,5.848751237961041,20
1570,5.525490115193169,6.870197880437534,20
