gene,x,y,primary
1887,5.2002318615513445,2.482364945504878,20
1362,2.7181688453531154,5.844768434705501,20
492,6.879131613599509,2.333417975196955,20
340,3.1364470825914763,3.9580071471810108,20
467,3.4888171395190786,6.3370712120379755,20
1385,6.251334726427281,6.369192745525571,20
1856,6.98222177902837,3.1693948279632638,20
327,6.08396104172268,4.804344488544464,20
918,4.217741630420042,6.266935360848812,20
300,4.323142416106675,5.344968522695811,20
218,5.773036238768942,3.8766673643119347,20
539,5.184605198704753,6.187857695151925,20
1150,5.502609102913888,2.7669556892562186,20
212,5.7481008429419225,6.337884264787472,20
1111,2.0819752510864062,3.7630239720024568,20
1463,3.2989125498492933,3.915466358787887,20
1020,6.210499117287242,5.788345315389387,20
1500,4.941486114076718,5.651712646438128,20
534,2.5492783808960064,3.020104313368037,20
177,4.114904769640329,3.2691411029108375,20
1487,2.6766483332313573,3.0048635677774693,20
685,6.34560821968486,2.0704580843516194,20
1230,2.700874450102723,5.84630601957332,20
1375,2.7593773138738307,4.557735217527908,20
1059,5.52435167419586,3.5306230144592927,20
