gene,x,y,primary
2026,3.1769814921875272,4.6757431855160245,20
1368,4.426168055686656,5.053170979931929,20
765,2.2342768159280384,5.1735168308540125,20
1677,2.251162177494747,2.284463519139514,20
55,6.617989768213544,6.57082381357808,20
1086,6.343828288255687,5.4437066648140675,20
1651,4.5771576995992165,3.180621042918903,20
1970,6.212625245170177,3.1008010595480595,20
1843,5.321973092647055,3.8488781248280777,20
516,3.5680406605961794,2.8199539985548117,20
1933,4.939954936275528,3.2596005678833673,20
1670,6.9864887425185085,6.362248491305239,20
173,6.737765950317853,6.606273405072476,20
702,5.391647719974468,3.2189501351208265,20
1922,4.387129846345668,4.684067733474399,20
641,2.1306136411064625,5.033081953162329,20
754,5.779595964389774,4.3576604425181555,20
32,3.7282773071921396,2.019535462493605,20
2066,3.7422722734902663,2.9861718993954183,20
2060,2.6702459004341,4.262676339132062,20
7,3.9630094902601076,4.720162378314797,20
946,4.063362361685108,2.08963168385752,20
850,4.592459335434536,3.459891066713107,20
430,3.313353433118407,6.695507203372215,20
1945,3.490466568292701,4.912913523913598,20
