gene,x,y,primary
185,2.3595451973657755,6.597401681439398,20
1378,4.6213203846632,4.720346076158236,20
1021,6.3876914368340945,6.726484104003941,20
487,3.504259078687582,4.600072928041705,20
1963,6.8966724797070045,6.8406060146276335,20
1814,6.518690456606682,5.301261395483692,20
104,2.9646016900968273,4.402518094263342,20
1222,2.8107022412253584,5.793926872532077,20
269,2.819851657135243,4.649799545434742,20
1699,5.617994847737021,2.3919645030463954,20
1643,4.124278518505145,2.310605568985725,20
1620,2.9052533040208295,4.996774525727601,20
170,6.723259395745286,4.196126345293609,20
1577,3.269295000676638,4.086479558925989,20
180,2.932817232252901,2.6878802248627993,20
193,4.872435719982631,3.235211911615022,20
481,6.254456021370655,5.21815804657045,20
1986,4.811741905452135,5.88762170651275,20
516,6.404107997371945,5.3170451277907915,20
1026,3.057100382307457,2.121240052657635,20
1068,2.9244127086842275,4.826310968969036,20
1046,6.847484982362905,2.2521678552486644,20
1974,3.4896706139770624,5.92572856565602,20
516,6.612106312275866,6.440395363720695,20
1348,5.96904874433787,6.199768864528123,20
