gene,x,y,primary
1580,5.614226077451423,4.724956569945008,20
1315,6.229796216784924,6.780432881113265,20
1835,3.131982597247312,6.87515227461446,20
1480,5.286521513353291,4.802164064154553,20
1116,3.0738030423995744,4.710511992886287,20
714,2.014971827104311,4.237133172961092,20
1772,5.681663123421279,4.360793750379003,20
1795,3.6168354502107665,2.7928848465795713,20
483,4.237033677307485,4.065680132697956,20
1285,3.3308591302699506,5.462631211861872,20
1537,6.326936414250608,6.389694407738218,20
399,2.1046339773961567,5.270496496985446,20
1989,6.495991818331079,5.626112621325889,20
1844,2.0451115996346236,4.581160427448424,20
178,5.960838319125095,5.009273089830538,20
539,3.171478356657218,4.9310803153678116,20
361,4.926273661731397,6.344243903482904,20
1945,6.16865601981226,4.962013478315823,20
1175,4.079848539678078,4.858985956647898,20
1145,2.4402664057542243,5.017672916392385,20
2030,5.253671318489908,4.050074359937525,20
232,6.571189284420017,3.480365237737491,20
628,5.837290539324077,5.783243623097565,20
1495,4.640183713233034,4.992942575408426,20
200,3.998430322431844,3.7184845507259183,20
