gene,x,y,primary
1486,4.24152083055988,4.139528334988641,20
607,6.763606368912846,6.504834987601362,20
1867,5.0465410170344125,3.437558271800285,20
393,6.9054784499206034,4.126931291818158,20
707,6.698950522370507,5.505440679208499,20
1433,2.6242111499014213,6.7658487102124045,20
1409,5.493626623917049,5.246748785526476,20
1795,3.7594049866425916,2.8776655346913853,20
1263,3.6160436347841083,3.1744865874024644,20
1217,6.528189208691334,6.909948703992805,20
721,5.4571427426218655,5.840975582442601,20
1330,3.554837423507543,5.766260879045535,20
1065,2.518739558752862,5.2626951754389815,20
337,5.567748060879854,3.812934619381856,20
744,2.083816644319298,4.530768395901839,20
866,3.380637203180682,6.500449490641746,20
2000,2.8020426382769505,3.4553700918101113,20
1653,2.3032267406335567,2.684846295907006,20
1595,2.1574406817112934,3.6620770482783556,20
1909,6.723992112026034,2.7288998191129945,20
1498,3.8005630977277294,6.981237755950635,20
1717,5.7884205782395615,2.6034476494890484,20
551,5.387243185541978,5.966089197435847,20
1621,2.370438843209619,5.596743660818372,20
1795,3.6244894593231263,2.0141008889511647,20
