gene,x,y,primary
1960,2.584776282148855,4.427517966153207,20
748,5.906491186630877,4.329320411867833,20
192,5.77625612082594,5.744015108129933,20
46,5.607738241317321,2.1925862612262286,20
2049,4.309906450793639,4.961159637693227,20
161,6.462197225302058,2.5852419160370497,20
1611,4.604957146120075,3.305200788901878,20
1959,5.0438202609414375,5.034348092534448,20
745,6.534928154261939,4.832643697480117,20
1517,3.938011542347127,3.141056245842738,20
2024,2.224808797517897,5.227110190550469,20
280,2.542833666559254,6.6757679838196236,20
874,6.046860062612799,3.23070392107362,20
111,3.938763742732333,6.940483516726671,20
1327,5.446766642048038,3.4144014112635346,20
819,3.4137867844386767,5.455192699734448,20
1550,3.1937942608461705,5.164119225895344,20
497,5.106393110741225,6.338251400753192,20
465,2.367366039844157,5.004838188622814,20
1496,4.631913601057663,4.35356976812395,20
1976,4.8880764394614475,3.999124818675408,20
265,3.582132526245847,6.25192308996735,20
1705,2.0633887732338527,6.975037267322003,20
831,5.131371834712455,5.9810316579283525,20
73,4.29317868395864,2.247926845052926,20
