gene,x,y,primary
2009,6.638717839877992,4.99002081306234,20
776,2.0812052268894385,3.1453662338085566,20
771,6.3807837836255,5.864039458844379,20
858,5.141531133039023,5.593531151329384,20
679,3.722566548070876,3.1647890050071967,20
703,3.363068920420774,3.0199401803633954,20
1605,6.944667567463768,3.022893942665367,20
1005,3.6449780060773294,2.7649582819164675,20
876,5.116992702784896,5.863403446932228,20
1324,6.1179689360825416,3.3584280451988056,20
1759,2.2963666122324113,6.862647568318041,20
1972,4.230378498173504,5.922614562034205,20
2030,2.0157482200313908,3.0349472609807835,20
2039,3.0663664574724416,3.5031366596051154,20
1962,4.192684973454437,2.0347294567606675,20
2049,5.269793063922428,5.431485692241905,20
831,3.0916836380991235,6.668964243844889,20
1952,5.7285987299324885,2.5878220504123375,20
35,5.823692818698472,2.1395004933871475,20
1839,4.499879401773319,2.686600839897267,20
1705,3.413397316384706,4.558779603254555,20
1111,4.368301317122015,4.842548371805521,20
1574,6.733163332299223,5.827063216456597,20
1023,5.305817704387946,3.1614843756784596,20
886,3.7617590432030394,6.401927497156304,20
