gene,x,y,primary
1485,3.3884182836315713,6.539180029679211,20
2039,3.09957400755502,4.387382460775207,20
1035,5.59158890104248,6.062123617756438,20
16,6.492444875310584,3.7837796025764723,20
228,3.8526872000293886,5.868208335353972,20
1491,5.447832096892432,6.137658843429772,20
1408,6.550788472085079,3.504079229592814,20
1988,6.240380380128454,2.7845909270842033,20
603,4.612618145878076,2.990519812840996,20
632,6.229715514863228,2.4931680034031722,20
306,3.3834686163125594,4.057803241071943,20
1280,3.380936290119869,6.210642347257493,20
728,3.022539753389519,3.5039683962105133,20
240,6.368863430414221,3.1572403560805933,20
1641,3.6738876745454783,4.460900949596118,20
1938,5.503663395610635,2.7511227713286717,20
1392,6.142500377734358,5.303698824208471,20
194,4.7894878082779995,4.0578019924809166,20
1600,5.113732998707864,5.530147198407783,20
1149,3.960954301295515,2.1986737139995403,20
1480,4.387827426747915,6.535455241269566,20
29,4.74894905811789,2.2036757596508942,20
804,3.926461145233121,5.820309988287114,20
1228,3.0569883044884154,4.740314425681185,20
1283,2.3932581755734574,2.5556408676173152,20
