gene,x,y,primary
1447,2.1093458607068687,3.767414495957625,20
766,4.370761864213617,4.982477900771773,20
229,4.74355630874509,2.619433860844766,20
1985,4.9657585523114145,6.771860952665972,20
356,6.630047176352042,6.722495211721062,20
1190,6.196492673032802,3.2898743743753145,20
599,4.617967293668015,5.585136193686889,20
698,5.448412546019809,4.450555302758245,20
431,5.765254656260661,2.562421830174805,20
1247,3.2574459404572402,5.789909876853862,20
252,4.334893972943815,3.992472061319771,20
355,5.935789576544167,4.332313681638453,20
1203,3.33846495582385,2.929588069652925,20
896,5.748466141899076,3.212655725479367,20
99,5.442364875357143,4.8357821349692465,20
1139,6.415900349740865,5.343328642999383,20
1285,4.403447830330274,3.4675374842650237,20
1075,4.128556798793472,6.958977585420758,20
1779,5.021566661693674,6.005722192824683,20
511,2.811163526880015,4.9175217436037935,20
1749,5.358457438804108,5.749293214676682,20
1360,2.3982918530120925,3.555348207577964,20
623,5.671957980839348,3.4117736017611957,20
1223,2.8577241355889815,3.2504879186443403,20
221,3.452710855990975,3.347858286701607,20
