gene,x,y,primary
1709,4.113468488427337,6.5689463656906035,20
506,5.257385778724726,4.0572396896664165,20
86,6.833595023856381,2.858021640463048,20
1136,6.5119676717961035,6.109923167572626,20
1937,4.231294594718992,3.742326354321524,20
628,6.07801318750702,6.972068387963195,20
933,5.729053514093162,2.622970737872758,20
1765,3.8452968938377463,2.868604350381823,20
399,4.751062413744094,2.419598938321446,20
579,2.422780273615156,6.902092672052673,20
42,4.057750371300255,6.3672572365280375,20
1641,2.3987979492574474,6.357693023161405,20
4,5.306504488223803,4.820019922635129,20
1720,3.3440356375883447,5.811584175864597,20
1366,5.693650700791472,3.175662830316813,20
1742,6.253253930894952,4.085349799057689,20
1137,2.46506216646321,4.345538470982099,20
1992,6.333794736508493,5.686390067551342,20
1492,6.845722638906387,2.946048110908127,20
154,3.2288580695089744,5.105500127044734,20
584,4.761431196012166,3.930150410362261,20
1860,5.804102935618945,5.018162764195704,20
1723,4.461248735589059,2.8533894907384,20
628,4.780819905777782,4.240381046302426,20
194,6.0256467837669625,2.124291309976644,20
