gene,x,y,primary
1894,6.088433276714521,6.85656716409873,20
1804,4.449864809240978,4.099391211319677,20
791,4.743694002442811,6.5274734773584875,20
1526,3.687225631065595,5.229081943675636,20
476,2.3067975692108575,2.7184775155470917,20
1716,2.158463501439132,6.404083688865995,20
49,5.589737298641631,5.555160630896785,20
1459,5.501715383387315,2.826573778085366,20
1791,6.50963092235396,3.901892048747686,20
1072,6.076979727323789,2.2546336766003114,20
1986,2.11245909057735,3.487092100157409,20
1952,4.8010622146038715,5.892199842942408,20
1352,3.373207111649587,3.8979923681544184,20
539,4.550267684989806,4.151177895074148,20
1563,5.570160469159019,5.68749322183821,20
410,3.9168915854504935,4.928847229340838,20
1869,5.688070232200853,3.8807095466048223,20
1794,5.6781554683936175,2.4063191951246807,20
1399,4.728692771388743,4.09202977965429,20
799,5.927149333285156,3.2970665656463676,20
1344,4.3582260870995775,4.971918324198661,20
536,2.876885872658108,6.683929974251987,20
1160,5.685637108929669,3.3436034943878576,20
666,2.181436301802018,3.9212695432104923,20
530,5.501378741575573,6.880760905857335,20
