gene,x,y,primary
256,2.6547722063265415,5.313165796806593,20
964,4.929976538240435,3.491561745161458,20
1227,2.141904444132433,2.015473541876035,20
1652,3.473271600381852,3.1484950598641315,20
1184,5.351888969605541,3.140549001540566,20
333,2.717420994344562,6.851102125861414,20
1651,5.146075623547278,4.76967470676408,20
747,2.698404975132397,4.0046008144929575,20
37,5.771253109995243,6.325598049406506,20
885,3.6897705023562897,6.552229706106521,20
1806,6.126948873625315,5.639124028153238,20
271,6.380699306218051,5.504316934291934,20
1673,4.156066075106455,4.926430644308457,20
1989,6.568993105328952,5.436728651791905,20
1410,5.9974465086963145,3.8460696222653334,20
1651,3.836128620048059,6.090042215940342,20
286,2.5553183006544318,5.958431164257528,20
1581,2.98711288911385,6.220816975928788,20
901,3.6893321748415917,3.5993833267518083,20
97,6.0653313569392555,2.580636928444045,20
634,2.838789809291246,5.657119993798046,20
1280,3.5981790269991047,5.768475428736462,20
626,2.8911882668822053,2.2779422650863723,20
220,4.56635186589215,4.505512203773274,20
1052,4.287506338150986,5.39951353167954,20
