gene,x,y,primary
725,4.2974911074529025,3.544664243689338,20
1511,2.5324922544294743,6.327358124298207,20
850,6.242119900285668,4.592974083552203,20
1112,4.073133761621664,5.265677630788799,20
924,3.450194051782771,5.615177642335508,20
1768,4.1788489011190535,6.690772529587067,20
1131,3.2433141934596237,4.104659390057539,20
751,2.428525711655008,2.033743130494064,20
331,5.516949497033686,4.062077120021912,20
504,6.316561987939295,4.781409668294954,20
1110,4.827424209711462,2.1033131484324272,20
717,2.6609439692781107,3.743208021798816,20
1984,2.040702572143054,4.306590298261621,20
1501,6.680341495381322,3.6857388953414816,20
2018,6.8065028729317145,5.333850038696868,20
1495,4.798944666362889,6.95734217184104,20
757,2.3350405976727493,6.767991002205884,20
1670,4.790248033459982,4.808754040669573,20
1465,6.693948450505305,5.833925157913386,20
1312,3.4466623763842774,6.3112162702392745,20
1988,2.9382487987180026,6.766450974170839,20
1731,5.707984658140115,5.06137924943236,20
330,3.4062844169408195,2.9095503847668285,20
533,4.144891313830601,5.972001545431463,20
926,4.643509971386765,5.1228427908794005,20
