gene,x,y,primary
1875,5.79949273865847,3.0312788067668204,20
310,5.735574513055878,6.599830170000224,20
686,6.318438675826378,2.168872485444373,20
1823,5.231018309765021,3.0342347229083786,20
1996,4.257277020858552,4.043028724667884,20
75,6.6514374491626596,3.871392688685586,20
1309,5.358873696486082,4.551249016900698,20
1762,2.9744809578520823,4.683219245188582,20
1783,3.258781910421071,3.9916101414888985,20
996,2.6664868783549394,5.39790703858311,20
380,3.652965993917575,5.002487875461943,20
1419,5.025395823994131,3.8877213178690426,20
1631,5.2789566137694415,5.291118319307545,20
1873,2.2568062052154083,6.12334226037329,20
652,6.474812203363627,5.528488693682751,20
243,5.495588078336967,2.9691830486343593,20
136,5.742334687465547,4.444482599703029,20
172,3.674642148600486,3.6447943338250113,20
1093,4.098957619697669,5.083518957067555,20
467,4.05875008049151,3.1530072764189017,20
16,5.0322098995391205,5.337423634188481,20
456,3.5627287763233566,2.6201713326615517,20
41,2.918578584658162,6.8973993019546755,20
1400,2.868431076115535,3.6185716254216804,20
879,6.8468022338764705,2.689789691745138,20
