gene,x,y,primary
1690,2.252149048569212,3.0726487975299266,20
1600,6.136302149949301,6.107587056944023,20
374,3.9961201358412333,6.323180055844296,20
1575,4.8086963183084634,4.666627419889876,20
612,3.275365166477475,2.7922961375996835,20
77,4.5501114196099905,2.6905896125297084,20
1977,2.8708540878430524,6.697614212824941,20
892,2.039851005873416,3.334853028930743,20
1960,4.484504193015596,2.5999112429165487,20
1124,4.239805985201109,6.067692470315505,20
1723,4.843375813277488,5.342306411837587,20
1550,5.203883582691463,5.376458806638187,20
466,4.877058926068085,5.544180549524313,20
1530,5.2121086017789775,3.6499182961402594,20
456,3.6985337180066056,6.068167806748372,20
1232,4.274221626295443,3.0559449069915856,20
2011,3.812660048793044,5.541945299457943,20
975,5.068320048261248,5.033395437911787,20
1216,3.215292046280634,3.757277677980249,20
136,2.585420881956826,5.162626072065018,20
382,3.210758600468855,3.037296713172176,20
926,6.535770525143929,4.075195844880226,20
1020,6.418020198736219,2.4909140291316225,20
1331,6.3609057270973155,4.298748765943339,20
1228,3.7333490765206756,6.029302638170727,20
