gene,x,y,primary
1660,2.532570827003482,2.1201442837453675,20
2062,5.342293207801545,6.372126619409336,20
1605,2.002760855527011,2.978535058239029,20
13,5.056846095823059,2.4892692591606735,20
1576,3.805002288961506,3.133263332957595,20
1243,5.712681100736924,3.6428622736746448,20
1686,3.7741624311979582,5.249859900147682,20
131,5.440574096042828,4.0921072159823115,20
911,3.6132239102390624,6.674658259960427,20
1877,5.35725525968531,3.164288669861003,20
1614,3.3685537439071656,3.5541137243398073,20
110,6.078075095208483,5.221979903398453,20
1426,4.65969112921994,4.797726842714514,20
441,5.188188428203584,2.144081958358067,20
1904,2.4969887036613136,5.5089898887402375,20
718,3.921058624209157,2.1009704341836057,20
1356,3.610451336225298,2.1490707531962885,20
882,4.452746199873181,3.102179333825407,20
1424,4.770559951026424,2.7638527311923675,20
2042,3.9250616877052313,5.6132633690225635,20
1725,4.961966878335591,5.209428850841078,20
1302,5.282188042720062,6.596819104554711,20
208,2.386711147919026,4.713473087245122,20
1796,6.941261320571727,5.230157817052286,20
1252,3.792610465779129,6.758731356619797,20
