gene,x,y,primary
72,2.5716911493770445,3.0518223195627394,20
1455,6.729176702340984,4.064339342914543,20
486,2.518031723535027,5.382943793883751,20
1422,4.462605163234402,3.311011638013005,20
1626,5.606929127371527,6.318936243840613,20
1766,3.0304874510178292,5.819988201187682,20
145,5.34502062473559,5.762492915452793,20
858,5.634518380134466,5.998478865165101,20
849,3.6997533645747422,5.739569672485796,20
1113,2.610622007075095,3.9318827766479503,20
1023,3.7387313877011406,6.170103431267225,20
1409,5.765020136698853,6.1202400570077895,20
1915,3.1803239901159284,4.591792353890759,20
1063,6.591582667916441,6.628045076610442,20
93,2.1953910489742645,2.270611566272306,20
946,4.769874579804826,6.533092596861378,20
1646,6.114742455769814,4.277348222944041,20
1691,3.862681468156028,4.09629777201371,20
1449,5.199961706154263,6.125884518831046,20
1818,2.2713061646426915,4.103165094026649,20
1385,2.858019117637414,2.2802878647414966,20
1254,6.879133301953193,3.2773087168264348,20
1838,5.076386080363116,4.8911451977598475,20
599,2.0152577395270854,5.9199198880089945,20
1925,4.544233406315444,2.8037180198974965,20
