gene,x,y,primary
1328,2.8814762166476067,6.065870033529462,20
851,6.609983596774056,2.397377088433419,20
1849,4.8658181836352625,6.778984002669398,20
709,4.181574589594208,2.8387179125023385,20
2014,5.3088640387967425,3.431513575720838,20
1993,3.2614816805740103,2.863359026497778,20
1191,3.7836375524824617,4.584559280789197,20
575,5.275710941409405,5.347005849713322,20
645,4.138638583157166,3.744505088922959,20
907,2.9765297613383024,2.0081620495527854,20
1039,5.206706939868029,3.5913323731969626,20
912,5.179281919738146,4.6553219882579135,20
200,2.659310841334364,3.810254647748974,20
1966,3.89628826691214,2.655406335777248,20
1827,3.254307204451966,6.645382612177479,20
884,2.5442860143183474,2.6311033558657293,20
350,4.543742959366667,4.713760603465566,20
1220,3.312299667378136,4.010588499818614,20
1268,3.7705093133673957,5.9253552980269575,20
815,2.497425832619824,6.265001237449397,20
277,2.803686213761705,6.303352995947519,20
427,3.586855225610047,4.967626407424439,20
1339,3.224359667022807,6.572973580785559,20
71,6.07807648355724,5.26530813098775,20
1363,6.3725351836018405,3.028708864115541,20
