gene,x,y,primary
248,4.633083799385703,3.433007945545031,20
1469,3.0106474869458903,3.4628554560180995,20
1568,3.170053435409118,5.212318127241678,20
1613,4.892588236205753,6.4920620192808265,20
402,2.8487529257671196,6.4462805815103845,20
1970,3.439029999549597,6.357417564628806,20
1809,6.533717286884301,2.7782665084821283,20
840,3.8568715346205016,6.988735616243089,20
1489,3.580870481407432,2.133640948379525,20
2039,4.78179337235966,4.955132184081775,20
908,6.912734425216286,6.8859399272210835,20
1459,6.000084763681323,3.0677066764401824,20
952,6.238114134231417,3.1896982301294914,20
1006,2.0326531292090504,4.88476447441714,20
2035,3.7728022577938427,5.819233494143628,20
1948,5.709791411612069,6.874442997563348,20
1468,2.9005499557440544,4.677143090235802,20
273,6.157336814384457,5.786730570123308,20
1918,5.518354735886813,6.014472933874344,20
1352,6.756603504248295,2.494425373022489,20
666,6.74042433773194,2.5529046675222684,20
587,3.1471003359246663,3.948473317495203,20
1329,4.448656651528909,4.952950450319534,20
1924,4.306343178248726,6.716515236311386,20
1112,5.336659480074618,4.130274146046784,20
