gene,x,y,primary
1609,5.219126799600175,3.563820813832726,20
457,5.65782567855343,3.646402540530704,20
2088,2.850535632827931,4.473491944101005,20
227,2.868579748002913,2.20138277369915,20
726,3.408597882113959,6.477630852315094,20
365,4.162836567642924,2.1342839669150275,20
256,2.822954599488644,4.593809675634497,20
563,5.9685916827358785,3.587938633384095,20
446,4.309641419258671,2.98235081840768,20
2002,6.847149581724522,6.883139070587989,20
1234,6.056405133978285,3.4317244042495108,20
464,5.554440025037161,4.566463250302961,20
314,4.499330531421879,4.229637265665021,20
1993,2.156768337633108,2.198297807084063,20
271,2.4430420645444717,2.394868415505564,20
331,3.29760537607136,3.7911972224485666,20
2075,4.178168365148438,4.10721437135157,20
1482,4.539173065603146,6.250112338985165,20
1238,4.198338083150574,6.655055297261029,20
753,6.329706743815017,4.755013448206636,20
569,4.188615214921492,5.199052861990733,20
2006,5.988108357886464,6.10232844942394,20
1525,5.703227017433258,5.952493555563018,20
326,3.8014351451007107,6.350519163440057,20
1177,5.8572741660043475,5.7856277011939445,20
