gene,x,y,primary
959,3.046569651554703,2.91430966800119,20
653,6.825624377078843,2.4976573100619475,20
226,5.923783753095963,6.915581116915272,20
856,3.36863662764919,4.844170070336783,20
1967,5.195559793450885,3.085296903056956,20
1405,5.080035163141113,5.994470800499671,20
1215,3.1277528797523235,3.6080782062138077,20
318,6.262528053504091,3.181964045540518,20
1639,2.7211989059215855,4.315916106666698,20
379,2.3486130486500043,2.076383718638145,20
1096,4.103693200869001,2.9838313675860393,20
1810,5.997033771257366,2.987293837462579,20
1410,3.4161901671293293,3.353590803204434,20
585,4.1771319742527,2.3841271933818176,20
1348,6.928269579192683,4.706475937252619,20
1998,2.5534309870558634,6.507366139992504,20
1939,6.411067219702014,4.547478647377104,20
1974,6.12832798909183,4.04766901666662,20
184,5.58764707660458,3.600454425683788,20
1476,5.509469576426412,2.402497404053604,20
53,4.008194461463211,5.551937641340109,20
81,5.176767182570293,2.281233253478472,20
198,2.5115015443036115,3.2600164308954924,20
890,5.9983987778361785,2.506873321830765,20
1837,4.068485716493274,2.1910652703189175,20
