gene,x,y,primary
293,4.482870147235735,5.034681877020477,20
915,4.44099525479419,4.973100898968136,20
885,2.8155969351770405,5.955483057443401,20
764,2.7311676710692057,3.616226601200271,20
654,6.4663082962064244,5.606733751171818,20
928,6.024413868681995,3.8649892868110314,20
1734,2.22475363126234,2.8135908431933587,20
1062,5.604885540067996,6.51846081982793,20
1241,4.850384401815615,4.489738528221396,20
2070,4.0875254800931415,2.296876353821248,20
1073,3.3531271424633835,4.340355704393381,20
1368,2.2699057765467785,5.741124372421366,20
1112,6.040596330934862,6.765186724751188,20
248,4.80144339623656,4.4870130253090785,20
751,5.358475244850142,3.7250118716577982,20
2015,5.847886163450356,2.3839137757359405,20
49,4.105747289551288,6.13540185667097,20
1185,4.454644867902023,2.7549275915575313,20
126,6.41340332981608,5.993341630013999,20
389,5.644397821374732,4.462357401894922,20
1649,2.5776483807281614,5.640786027852624,20
760,2.4483672207913196,3.6216654627346245,20
376,6.296367920967018,5.748665884964546,20
1605,5.8612228670777045,4.297933423245979,20
336,4.748240039546728,6.078945450864416,20
