gene,x,y,primary
386,4.613151000589935,6.768839770243851,20
470,4.5446350003997855,3.1173837540313523,20
2028,2.5502397278760625,5.714062668468801,20
155,2.2362417792678597,4.220191876397592,20
707,3.0239831340893835,4.363555967530307,20
1811,3.3235404408830416,3.879929568355392,20
1690,4.959053172791374,3.793047007806239,20
1352,3.1231736820843015,5.821008007120056,20
48,2.3416435966754565,3.1942173778634686,20
696,4.9871521914106625,6.9788444305881745,20
2053,6.2760797542534466,3.233447925554179,20
349,2.7848702473584557,2.8629609406755194,20
692,6.9592378305862725,4.839916581112458,20
481,5.97999081597327,2.1771936145045205,20
1898,3.3961339672978186,5.77844550272971,20
719,2.1179867920518114,3.132146978687442,20
1859,3.640940310879424,2.6712609754020074,20
359,2.6569848033600993,6.166075418671901,20
66,2.161136837502613,2.02385286211155,20
2080,3.6455618946316815,3.9478505989718937,20
283,4.764306135786368,4.3344437509935645,20
970,4.748445966929525,3.9435079812886085,20
1190,3.533402109830417,5.902910994763917,20
1612,3.0748890772796327,6.690455145213475,20
1896,5.324143641043055,6.761242635195174,20
