gene,x,y,primary
516,5.540766231162262,5.282640603778167,20
1689,3.6251236872520374,5.618916951975661,20
1731,2.4044885485920635,2.9886171958826657,20
874,2.2920204802636843,4.5328547662603285,20
595,5.6737151776447075,4.980139718570873,20
1800,5.687158686379635,2.0317273234917503,20
1624,6.0543354926142126,6.584224091377635,20
1491,4.2686189729167925,4.945299049415941,20
1591,3.229563658932677,6.178839200106228,20
721,3.242650782904024,2.1169494731618403,20
574,4.981867052176078,2.918142800436857,20
1739,6.284579526909523,3.757333185569415,20
1327,5.888636769728469,3.097238455407444,20
176,4.912632982328201,3.0616690473352812,20
74,4.639195481610217,6.206820161271922,20
187,3.1033150682870168,2.1152366368890134,20
1833,5.995945697128805,5.42718010150012,20
981,3.44331265322816,4.4053449273513525,20
1428,4.305353255461328,5.2301391315921935,20
1713,6.693104153207633,4.752957476714332,20
265,5.513793554644954,4.155491428595335,20
1109,6.804332769759592,2.172116919361494,20
277,2.738179232516916,5.898562060482437,20
528,2.013140503416495,2.870217998884602,20
139,6.400683552652287,2.53500580834298,20
