gene,x,y,primary
81,2.0960466889414304,2.894150229552693,20
1889,5.075252624543225,5.464480229377038,20
1364,4.336756114987386,5.481043615913597,20
444,6.85659293459884,5.2356215421932735,20
1672,3.978765838544014,3.9673575867414836,20
291,6.076617505157184,2.4859470978799862,20
854,4.80063264797629,6.979322827051696,20
536,5.67951376025904,4.295501647701045,20
1818,6.962992394754817,4.214222424907932,20
1463,5.99130186826609,2.2853708349306476,20
1267,3.4585297895450475,5.661857679237924,20
1516,6.210106201176422,3.108847775235518,20
434,4.181627529628431,5.218749379691554,20
1761,4.965981751333233,2.265413598956119,20
95,3.46617285094095,2.0273944107872937,20
41,2.756297021132193,2.231312291805593,20
1493,6.177562403793574,5.42912146024917,20
1933,2.555715706580634,3.2458260878773277,20
321,3.842881361632314,5.216484067887611,20
1134,5.0967572502209215,3.659151244993305,20
1611,6.058270211738308,4.590760900707872,20
1867,5.728664681813956,5.729434570797594,20
679,4.219343590589319,2.477730002240942,20
62,4.655013364433752,6.376605319368801,20
412,6.758139423243288,4.822979624841599,20
