gene,x,y,primary
259,6.368304890433531,6.276223156314883,20
638,2.886082736629454,4.631679674267355,20
774,5.23286441230724,5.427445992292661,20
89,6.245813015244499,5.1995855988513515,20
77,2.179316805006424,4.318848670543183,20
1644,6.728793032774046,6.132827006715332,20
1356,6.322124121159641,5.17486160922128,20
1808,5.488708901298496,6.9923166213730035,20
1044,2.3324589252871197,6.340721960379304,20
133,2.7801268914615243,5.3549989235259385,20
1772,6.538389406687088,2.8522515424578794,20
1680,5.644502979423018,3.6255026555504664,20
448,3.7437044958692356,5.62377999653578,20
104,4.547373583039336,3.687751055170312,20
1042,3.3690275054780394,3.8226708148038084,20
1830,3.327261437888496,4.1976883674124785,20
119,4.016839254291262,2.6516864514482856,20
574,4.38976634639819,6.419354188813716,20
1308,6.4250102723562685,5.568349363269007,20
1315,3.7582657870397562,6.623037116556008,20
731,5.315696479420089,3.749574109017052,20
1195,5.919214548359554,2.1968032404689652,20
2049,2.3495272729011707,5.82044960808186,20
138,6.746745618494271,2.170808579238844,20
1005,2.623088513223115,6.425600941154105,20
