gene,x,y,primary
877,3.49170785144412,6.392549516005166,20
926,4.965950615531665,2.6846957876828617,20
1017,2.2491230949547587,2.7156469371934993,20
697,4.176049420411253,4.952065756566979,20
1918,2.4839270047120854,2.358434595993009,20
285,3.709555595522879,3.444699422496753,20
2068,2.353047418861169,5.806100190421509,20
223,5.7976502722778775,4.886297481493719,20
766,2.2296521715558204,5.7563490363629,20
1725,5.4422704804735105,3.4785170915614625,20
440,4.728665021732493,4.277612259736061,20
716,4.11460224447554,2.0172206990682677,20
90,6.2364335398154624,5.256498711788148,20
555,4.73080635938701,6.058604861405381,20
1317,6.22289157289896,4.30306819051415,20
232,6.43818783069477,5.046124070159317,20
344,6.833799844051341,4.1447532201939445,20
778,4.928710309549189,6.272269099166809,20
1348,4.590189808063963,5.599170704521765,20
1336,6.022277274714293,6.4003347003625395,20
1441,3.331563116510223,3.407645837087644,20
645,2.7308516530138576,5.370380574303769,20
633,6.995918796934074,6.6897312232559525,20
1547,4.592422212574114,5.577923966760913,20
956,6.571590052447057,3.7710109747032936,20
