gene,x,y,primary
525,3.8363325002330484,3.4441301743574635,20
414,2.6433153754096295,2.843721110591174,20
551,3.074214564366071,5.837638903507356,20
353,6.862107687209971,5.085212122764085,20
1710,6.238223620959546,5.677184378598501,20
1363,4.452204285862999,2.523947765084472,20
1287,2.4790963213902715,3.512388395785128,20
1841,3.1790525913527707,6.987199675411455,20
797,3.484640261868832,5.157641511025437,20
1182,6.249743196751772,4.4872677836578045,20
870,5.0739904842950585,3.0564807249356405,20
1007,4.059842572901492,2.8863240421881087,20
1969,4.673010709967245,4.060832739699846,20
801,5.10379904397816,5.510385386764751,20
515,6.780960692837997,2.532492039080543,20
599,4.77373839299749,4.264897617740711,20
843,5.480778369916875,2.3578218777036106,20
130,4.454118795649611,2.5124160039197356,20
570,5.192777240394625,5.864357611036784,20
355,5.05495856873293,3.4071229108303394,20
1908,2.573582789577669,4.928795846040281,20
1191,4.3279457947344895,5.4659623285938785,20
1053,6.589845481109325,4.203535248323977,20
2051,4.468305847306708,3.401077676000778,20
729,6.065204294844164,3.2138461349602068,20
